entity_id,occupant_full_name,occupant_first_name,occupant_surname,occupant_email,occupant_email2,phone,child(ren)_enrolled,photo_release,connection,center,status
IND0561,Sydney Lopez 100,Sydney,Lopez,donor100@example.com,,555-000-100,ChildA-1100,,Former Parent,La Casita,Living
FAM0809,Sydney Lopez 660,Sydney,Lopez,donor660@example.com,,555-000-660,ChildA-1083,,Former Parent,La Casita,Living
FAM0135,Sydney Martin 340,Sydney,Martin,donor340@example.com,,555-000-340,ChildA-1340,,Former Parent,HP,Living
IND1154,Sydney Mitchell 500,Sydney,Mitchell,donor500@example.com,,,,N/A,Community,Community,Living
FAM0409,Sydney Morris 420,Sydney,Morris,donor420@example.com,,555-000-420,ChildA-1420,Yes,Parent,HP,Living
IND0003,Sydney Morris 580,Sydney,Morris,donor580@example.com,,555-000-580,,N/A,Former Parent,JP,Living
IND1297,Sydney Parker 1140,Sydney,Parker,donor1140@example.com,,,,N/A,Community,Community,Living
FAM0170,Sydney Parker 140,Sydney,Parker,donor140@example.com,,555-000-140,,N/A,Former Parent,JP,Living
IND1398,Sydney Perez 1500,Sydney,Perez,donor1500@example.com,,,,N/A,Community,Community,Living
FAM0359,Sydney Perez 220,Sydney,Perez,donor220@example.com,,555-000-220,ChildA-1220,,Former Parent,La Casita,Living
FAM0480,Sydney Roberts 1260,Sydney,Roberts,donor1260@example.com,,,ChildA-1883,,Former Parent,La Casita,Living
FAM0958,Sydney Roberts 460,Sydney,Roberts,donor460@example.com,,555-000-460,ChildA-1460,,Former Parent,JP,Living
FAM0325,Sydney Rogers 1100,Sydney,Rogers,donor1100@example.com,,555-000-1100,,N/A,Former Parent,JP,Living
FAM0204,Sydney Rogers 700,Sydney,Rogers,donor700@example.com,,555-000-700,ChildA-1700,,Former Parent,JP,Living
FAM0244,Sydney Rogers 940,Sydney,Rogers,donor940@example.com,,,,N/A,Community,Community,Living
IND0394,Sydney Scott 1060,Sydney,Scott,donor1060@example.com,,555-000-1060,ChildA-2060,,Former Parent,JP,Living
FAM0088,Sydney Scott 780,Sydney,Scott,donor780@example.com,,555-000-780,,N/A,Former Parent,JP,Living
FAM0775,Sydney Taylor 540,Sydney,Taylor,donor540@example.com,,555-000-540,ChildA-1438,Yes,Parent,HP,Living
IND1266,Sydney Torres 1020,Sydney,Torres,donor1020@example.com,,,,N/A,Community,Community,Living
FAM0777,Sydney Torres 1380,Sydney,Torres,donor1380@example.com,,555-000-1380,,N/A,Former Parent,JP,Living
FAM0911,Sydney Torres 300,Sydney,Torres,donor300@example.com,,555-000-300,ChildA-1300,,Former Parent,La Casita,Living
FAM0673,Sydney Wright 1340,Sydney,Wright,donor1340@example.com,,,,N/A,Community,Community,Living
FAM0586,Taylor Allen 1442,Taylor,Allen,donor1442@example.com,,555-000-1442,ChildA-1053,,Former Parent,JP,Living
FAM0123,Taylor Allen 282,Taylor,Allen,donor282@example.com,,,,N/A,Former Parent,JP,Living
FAM0181,Taylor Allen 802,Taylor,Allen,donor802@example.com,,,ChildA-1802,,Former Parent,La Casita,Living
IND0364,Taylor Anderson 122,Taylor,Anderson,donor122@example.com,,555-000-122,ChildA-1122,,Former Parent,La Casita,Living
FAM0876,Taylor Anderson 242,Taylor,Anderson,donor242@example.com,,,,N/A,Community,Community,Living
FAM0167,Taylor Carter 362,Taylor,Carter,donor362@example.com,,555-000-362,,N/A,Former Parent,JP,Living
FAM0468,Taylor Collins 482,Taylor,Collins,donor482@example.com,,555-000-482,ChildA-1482,,Former Parent,La Casita,Living
FAM1030,Taylor Collins 722,Taylor,Collins,donor722@example.com,,,,N/A,Community,Community,Living
FAM0961,Taylor Cook 682,Taylor,Cook,donor682@example.com,,555-000-682,,N/A,Former Parent,JP,Living
FAM0618,Taylor Cook 82,Taylor,Cook,donor82@example.com,,555-000-82,ChildA-1082,,Former Parent,La Casita,Living
FAM0705,Taylor Flores 1122,Taylor,Flores,donor1122@example.com,,555-000-1122,ChildA-2038,,Former Parent,JP,Living
FAM0047,Taylor Hall 842,Taylor,Hall,donor842@example.com,,555-000-842,ChildA-1591,,Former Parent,JP,Living
FAM0983,Taylor Harris 1082,Taylor,Harris,donor1082@example.com,,555-000-1082,ChildA-1649,,Former Parent,JP,Living
FAM0878,Taylor Johnson 1322,Taylor,Johnson,donor1322@example.com,,555-000-1322,ChildA-2136,,Former Parent,HP,Living
FAM0053,Taylor Lopez 1202,Taylor,Lopez,donor1202@example.com,donor12022@example.com,555-000-1202,ChildA-1840,,Former Parent,JP,Living
FAM0274,Taylor Mitchell 402,Taylor,Mitchell,donor402@example.com,,555-000-402,ChildA-1402,,Former Parent,JP,Living
FAM0908,Taylor Murphy 1162,Taylor,Murphy,donor1162@example.com,,555-000-1162,,N/A,Former Parent,JP,Living
IND0547,Taylor Nguyen 1002,Taylor,Nguyen,donor1002@example.com,,,,N/A,Community,Community,Living
IND0375,Taylor Parker 1362,Taylor,Parker,donor1362@example.com,,555-000-1362,ChildA-2362,,Former Parent,JP,Living
IND1273,Taylor Parker 162,Taylor,Parker,donor162@example.com,,,,N/A,Community,Community,Living
FAM0873,Taylor Phillips 1042,Taylor,Phillips,donor1042@example.com,,555-000-1042,,N/A,Former Parent,JP,Living
IND0018,Taylor Phillips 1402,Taylor,Phillips,donor1402@example.com,,555-000-1402,ChildA-2402,,Former Parent,JP,Living
FAM0135,Taylor Phillips 762,Taylor,Phillips,donor762@example.com,,555-000-762,ChildA-1340,,Former Parent,HP,Living
UNK1437,Taylor Rivera 1437,Taylor,Rivera,,,,,N/A,Community,Community,Living
IND1147,Taylor Rivera 442,Taylor,Rivera,donor442@example.com,,,,N/A,Community,Community,Living
IND0010,Taylor Rogers 2,Taylor,Rogers,donor2@example.com,,555-000-2,ChildA-1002,,Former Parent,La Casita,Living
FAM0080,Taylor Scott 602,Taylor,Scott,donor602@example.com,,555-000-602,ChildA-1602,Yes,Parent,HP,Living
FAM1430,Taylor Smith 1430,Taylor,Smith,,,,,N/A,Community,Community,Living
IND1378,Taylor Stewart 1242,Taylor,Stewart,donor1242@example.com,,,,N/A,Community,Community,Living
IND0400,Taylor Thomas 1482,Taylor,Thomas,donor1482@example.com,,555-000-1482,ChildA-2482,,Former Parent,La Casita,Living
IND0019,Taylor Thompson 1282,Taylor,Thompson,donor1282@example.com,,555-000-1282,ChildA-2282,,Former Parent,La Casita,Living
FAM0723,Taylor Torres 42,Taylor,Torres,donor42@example.com,,555-000-42,ChildA-1042,,Former Parent,La Casita,Living
FAM1414,Taylor Walker 1414,Taylor,Walker,,,,,N/A,Community,Community,Living
FAM0230,Taylor Walker 322,Taylor,Walker,donor322@example.com,,555-000-322,,N/A,Former Parent,JP,Living
FAM0340,Taylor Walker 922,Taylor,Walker,donor922@example.com,,,,N/A,Community,Community,Living
IND1230,Taylor White 882,Taylor,White,donor882@example.com,,,,N/A,Community,Community,Living
FAM0177,Taylor Wright 642,Taylor,Wright,donor642@example.com,,555-000-642,ChildA-1642,,Former Parent,La Casita,Living
IND0968,Taylor Wright 962,Taylor,Wright,donor962@example.com,,555-000-962,ChildA-1962,,Former Parent,La Casita,Living
UNK1565,The Caruso Family Foundation,,,,,,,,Corporate Donor,,Active
UNK1566,The GE Foundation,,,,,,,,Corporate Donor,,Active
UNK1567,"The Gordon Foundation, Inc.",,,,,,,,Corporate Donor,,Active
UNK1575,The Vazomica Foundation,,,,,,,,Corporate Donor,,Active
UNK1568,Twentieth Century Fox Film Corp.,,,,,,,,Corporate Donor,,Defunct
UNK1569,U.S. Bancorp Foundation,,,,,,,,Corporate Donor,,Active
UNK1578,USI Education Sales,,,,,,,,Corporate Donor,,Active
UNK1579,"VIP Accountancy, Inc.",,,,,,,,Corporate Donor,,Active
UNK1570,Wahoo's Fish Taco,,,,,,,,Corporate Donor,,Active
UNK1571,Wells Fargo Foundation,,,,,,,,Corporate Donor,,Active
UNK1572,Wholesale Costume Club,,,,,,,,Corporate Donor,,Defunct
UNK1580,Winters Designs,,,,,,,,Corporate Donor,,Defunct
UNK1573,Ziggurat Child Development,,,,,,,,Corporate Donor,,Defunct
